invoice,stockcode,description,quantity,invoicedate,price,customer_id,country,total_sales,year,month,month_name,day_of_week,hour,quarter
527933,22820,Gift Bag Birthday,12,2010-10-19 13:34:00,0.65,13840,United Kingdom,7.800000000000001,2010,10,Oct,Tuesday,13,4
527942,22843,Biscuit Tin Vintage Green,1,2010-10-19 14:30:00,6.75,14469,United Kingdom,6.75,2010,10,Oct,Tuesday,14,4
527950,35596,Wood Xmas Tree 9 Fig Shelves,3,2010-10-19 15:33:00,0.85,16795,United Kingdom,2.55,2010,10,Oct,Tuesday,15,4
527950,22674,French Toilet Sign Blue Metal,2,2010-10-19 15:33:00,1.25,16795,United Kingdom,2.5,2010,10,Oct,Tuesday,15,4
527957,22197,Small Popcorn Holder,48,2010-10-19 16:38:00,0.85,13081,United Kingdom,40.8,2010,10,Oct,Tuesday,16,4
527970,84279P,Cherry Blossom  Decorative Flask,4,2010-10-20 10:03:00,3.75,13981,United Kingdom,15.0,2010,10,Oct,Wednesday,10,4
527971,22168,Organiser Wood Antique White,2,2010-10-20 10:09:00,8.5,13373,United Kingdom,17.0,2010,10,Oct,Wednesday,10,4
527971,22812,Pack 3 Boxes Christmas Pannetone,12,2010-10-20 10:09:00,1.95,13373,United Kingdom,23.4,2010,10,Oct,Wednesday,10,4
528053,22639,Set Of 4 Napkin Charms Hearts,12,2010-10-20 11:42:00,2.55,18066,United Kingdom,30.6,2010,10,Oct,Wednesday,11,4
528053,22863,Soap Dish Brocante,6,2010-10-20 11:42:00,2.95,18066,United Kingdom,17.700000000000003,2010,10,Oct,Wednesday,11,4
528054,22632,Hand Warmer Red Retrospot,1,2010-10-20 11:44:00,2.1,12748,United Kingdom,2.1,2010,10,Oct,Wednesday,11,4
528073,22088,Paper Bunting Coloured Lace,6,2010-10-20 12:26:00,2.95,14700,United Kingdom,17.700000000000003,2010,10,Oct,Wednesday,12,4
528079,72127,Columbian Candle Round,2,2010-10-20 12:47:00,1.25,15501,United Kingdom,2.5,2010,10,Oct,Wednesday,12,4
528082,22047,Empire Gift Wrap,25,2010-10-20 12:53:00,0.42,16521,United Kingdom,10.5,2010,10,Oct,Wednesday,12,4
528086,22178,Victorian Glass Hanging T-Light,24,2010-10-20 13:08:00,1.25,15602,United Kingdom,30.0,2010,10,Oct,Wednesday,13,4
528087,21056,Doctor'S Bag Soft Toy,1,2010-10-20 13:09:00,8.95,16521,United Kingdom,8.95,2010,10,Oct,Wednesday,13,4
528095,20972,Pink Cream Felt Craft Trinket Box,2,2010-10-20 13:26:00,1.25,14656,United Kingdom,2.5,2010,10,Oct,Wednesday,13,4
528125,22197,Small Popcorn Holder,4,2010-10-20 14:42:00,0.85,16903,United Kingdom,3.4,2010,10,Oct,Wednesday,14,4
528125,22844,Vintage Cream Dog Food Container,1,2010-10-20 14:42:00,8.5,16903,United Kingdom,8.5,2010,10,Oct,Wednesday,14,4
528129,15056N,Edwardian Parasol Natural,12,2010-10-20 14:58:00,5.95,14062,United Kingdom,42.075,2010,10,Oct,Wednesday,14,4
528129,20679,Edwardian Parasol Red,12,2010-10-20 14:58:00,5.95,14062,United Kingdom,42.075,2010,10,Oct,Wednesday,14,4
528156,21592,Retrospot Cigar Box Matches,1,2010-10-20 17:12:00,1.25,17817,United Kingdom,1.25,2010,10,Oct,Wednesday,17,4
528170,22942,Christmas Lights 10 Santas,8,2010-10-21 10:04:00,8.5,13374,United Kingdom,42.075,2010,10,Oct,Thursday,10,4
528177,22466,Fairy Tale Cottage Nightlight,12,2010-10-21 10:46:00,1.95,17017,United Kingdom,23.4,2010,10,Oct,Thursday,10,4
528239,22417,Pack Of 60 Spaceboy Cake Cases,24,2010-10-21 11:42:00,0.55,16954,United Kingdom,13.2,2010,10,Oct,Thursday,11,4
528305,21155,Red Retrospot Peg Bag,2,2010-10-21 12:09:00,2.1,17834,United Kingdom,4.2,2010,10,Oct,Thursday,12,4
528313,84969,Box Of 6 Assorted Colour Teaspoons,6,2010-10-21 12:22:00,4.25,13047,United Kingdom,25.5,2010,10,Oct,Thursday,12,4
528313,22138,Baking Set 9 Piece Retrospot,3,2010-10-21 12:22:00,4.95,13047,United Kingdom,14.85,2010,10,Oct,Thursday,12,4
528313,21587,Cosy Hour Giant Tube Matches,12,2010-10-21 12:22:00,2.55,13047,United Kingdom,30.6,2010,10,Oct,Thursday,12,4
528318,22760,"Tray, Breakfast In Bed",3,2010-10-21 12:38:00,12.75,16933,United Kingdom,38.25,2010,10,Oct,Thursday,12,4
528354,22906,12 Message Cards With Envelopes,12,2010-10-21 14:47:00,1.65,16310,United Kingdom,19.8,2010,10,Oct,Thursday,14,4
528377,22946,Wooden Advent Calendar Cream,2,2010-10-21 17:38:00,16.95,15998,United Kingdom,33.9,2010,10,Oct,Thursday,17,4
528377,21827,Eight Piece Creepy Crawlie Set,2,2010-10-21 17:38:00,1.25,15998,United Kingdom,2.5,2010,10,Oct,Thursday,17,4
528377,22748,Poppy'S Playhouse Kitchen,2,2010-10-21 17:38:00,2.1,15998,United Kingdom,4.2,2010,10,Oct,Thursday,17,4
528385,21730,Glass Star Frosted T-Light Holder,1,2010-10-21 18:31:00,4.95,14686,United Kingdom,4.95,2010,10,Oct,Thursday,18,4
528388,22941,Christmas Lights 10 Reindeer,72,2010-10-21 18:37:00,7.65,13093,United Kingdom,42.075,2010,10,Oct,Thursday,18,4
528388,22943,Christmas Lights 10 Vintage Baubles,108,2010-10-21 18:37:00,4.25,13093,United Kingdom,42.075,2010,10,Oct,Thursday,18,4
528399,21466,Red Flower Crochet Food Cover,6,2010-10-22 08:51:00,3.75,14156,EIRE,22.5,2010,10,Oct,Friday,8,4
528407,22659,Lunch Box I Love London,12,2010-10-22 09:09:00,1.95,17863,United Kingdom,23.4,2010,10,Oct,Friday,9,4
528417,22699,Teacup And Saucer Regency Roses,6,2010-10-22 09:36:00,2.95,14156,EIRE,17.700000000000003,2010,10,Oct,Friday,9,4
528417,22942,Christmas Lights 10 Santas,6,2010-10-22 09:36:00,8.5,14156,EIRE,42.075,2010,10,Oct,Friday,9,4
528431,22456,Natural Slate Chalkboard Large,3,2010-10-22 10:14:00,4.95,12973,United Kingdom,14.85,2010,10,Oct,Friday,10,4
528440,22111,Scottie Dog Hot Water Bottle,1,2010-10-22 10:44:00,4.95,15900,United Kingdom,4.95,2010,10,Oct,Friday,10,4
528595,22762,Cupboard 3 Drawer Ma Campagne,2,2010-10-22 14:30:00,14.95,15067,United Kingdom,29.9,2010,10,Oct,Friday,14,4
528615,22464,Hanging Metal Heart Lantern,3,2010-10-22 16:36:00,1.65,17231,United Kingdom,4.949999999999999,2010,10,Oct,Friday,16,4
528618,22110,Bird House Hot Water Bottle,1,2010-10-22 17:07:00,2.55,13263,United Kingdom,2.55,2010,10,Oct,Friday,17,4
528618,82580,Bathroom Metal Sign,1,2010-10-22 17:07:00,0.55,13263,United Kingdom,0.55,2010,10,Oct,Friday,17,4
528624,22746,Poppy'S Playhouse Livingroom,1,2010-10-24 10:56:00,2.1,17358,United Kingdom,2.1,2010,10,Oct,Sunday,10,4
528627,22383,Lunch Bag Suki  Design,10,2010-10-24 11:14:00,1.65,16746,United Kingdom,16.5,2010,10,Oct,Sunday,11,4
528633,22676,"French Blue Metal Door Sign, 1",2,2010-10-24 11:25:00,1.25,13544,United Kingdom,2.5,2010,10,Oct,Sunday,11,4
528636,22726,Alarm Clock Bakelike Green,1,2010-10-24 11:35:00,3.75,16693,United Kingdom,3.75,2010,10,Oct,Sunday,11,4
528648,22650,Ceramic Pirate Chest Money Bank,2,2010-10-24 12:39:00,1.45,16445,United Kingdom,2.9,2010,10,Oct,Sunday,12,4
528705,16206B,Red Purse With Pink Heart,2,2010-10-24 13:07:00,1.25,13137,United Kingdom,2.5,2010,10,Oct,Sunday,13,4
528734,22740,Polka Dot Pen,48,2010-10-24 13:55:00,0.85,17435,United Kingdom,40.8,2010,10,Oct,Sunday,13,4
528741,85061W,White Jewelled Heart Decoration,24,2010-10-24 14:08:00,0.85,15665,United Kingdom,20.4,2010,10,Oct,Sunday,14,4
528750,85014A,Black/Blue Polkadot Umbrella,1,2010-10-24 14:45:00,5.95,14183,United Kingdom,5.95,2010,10,Oct,Sunday,14,4
528758,21111,"Swiss Roll Towel, Chocolate  Spots",1,2010-10-24 15:29:00,2.95,18116,United Kingdom,2.95,2010,10,Oct,Sunday,15,4
528765,22560,Traditional Modelling Clay,1,2010-10-24 16:09:00,1.25,16726,United Kingdom,1.25,2010,10,Oct,Sunday,16,4
528868,21900,"Key Fob , Shed",4,2010-10-25 11:33:00,0.65,15976,United Kingdom,2.6,2010,10,Oct,Monday,11,4
528868,22119,Peace Wooden Block Letters,1,2010-10-25 11:33:00,6.95,15976,United Kingdom,6.95,2010,10,Oct,Monday,11,4
528868,21818,Glitter Christmas Heart,2,2010-10-25 11:33:00,0.85,15976,United Kingdom,1.7,2010,10,Oct,Monday,11,4
528913,85033S,Set/6 Silver Reindeer T-Lights,2,2010-10-25 13:43:00,0.65,17432,United Kingdom,1.3,2010,10,Oct,Monday,13,4
528949,21986,Pack Of 12 Pink Spot Tissues,24,2010-10-25 16:08:00,0.29,14911,EIRE,6.959999999999999,2010,10,Oct,Monday,16,4
528962,22582,Pack Of 6 Sweetie Gift Boxes,6,2010-10-26 09:47:00,2.55,14740,United Kingdom,15.3,2010,10,Oct,Tuesday,9,4
528973,22423,Regency Cakestand 3 Tier,1,2010-10-26 10:34:00,12.75,14219,United Kingdom,12.75,2010,10,Oct,Tuesday,10,4
528990,21967,Pack Of 12 Skull Tissues,1,2010-10-26 11:21:00,0.29,14524,United Kingdom,0.29,2010,10,Oct,Tuesday,11,4
529070,21777,Recipe Box With Metal Heart,3,2010-10-26 12:15:00,7.95,13067,United Kingdom,23.85,2010,10,Oct,Tuesday,12,4
529077,72741,Grand Chocolatecandle,9,2010-10-26 12:54:00,1.45,16372,United Kingdom,13.05,2010,10,Oct,Tuesday,12,4
529078,22049,Wrap Christmas Screen Print,25,2010-10-26 12:55:00,0.19,13963,United Kingdom,4.75,2010,10,Oct,Tuesday,12,4
529091,22113,Grey Heart Hot Water Bottle,8,2010-10-26 13:37:00,3.75,12371,Switzerland,30.0,2010,10,Oct,Tuesday,13,4
529091,72802C,Vanilla Scent Candle Jewelled Box,6,2010-10-26 13:37:00,4.25,12371,Switzerland,25.5,2010,10,Oct,Tuesday,13,4
529156,22571,Rocking Horse Red Christmas,5,2010-10-26 16:47:00,0.85,16549,United Kingdom,4.25,2010,10,Oct,Tuesday,16,4
529157,22665,Recipe Box Blue Sketchbook Design,1,2010-10-26 16:49:00,2.95,13969,United Kingdom,2.95,2010,10,Oct,Tuesday,16,4
529161,22645,Ceramic Heart Fairy Cake Money Bank,12,2010-10-26 17:23:00,1.45,15390,Canada,17.4,2010,10,Oct,Tuesday,17,4
529178,21407,Brown Check Cat Doorstop,3,2010-10-26 18:23:00,4.25,16639,United Kingdom,12.75,2010,10,Oct,Tuesday,18,4
529193,84946,Antique Silver Tea Glass Etched,12,2010-10-27 08:07:00,1.25,12913,United Kingdom,15.0,2010,10,Oct,Wednesday,8,4
529212,22985,"Wrap, Billboard Fonts Design",25,2010-10-27 10:32:00,0.42,16145,United Kingdom,10.5,2010,10,Oct,Wednesday,10,4
529265,22694,Wicker Star,6,2010-10-27 11:45:00,2.1,17473,United Kingdom,12.6,2010,10,Oct,Wednesday,11,4
529286,POST,Postage,3,2010-10-27 12:01:00,18.0,12474,Germany,42.075,2010,10,Oct,Wednesday,12,4
529304,37495,Fairy Cake Birthday Candle Set,8,2010-10-27 12:44:00,3.75,12353,Bahrain,30.0,2010,10,Oct,Wednesday,12,4
529307,22274,Feltcraft Doll Emily,6,2010-10-27 12:53:00,2.95,13880,United Kingdom,17.700000000000003,2010,10,Oct,Wednesday,12,4
529315,21166,Cook With Wine Metal Sign,12,2010-10-27 13:29:00,1.95,14911,EIRE,23.4,2010,10,Oct,Wednesday,13,4
529315,21539,Red Retrospot Butter Dish,3,2010-10-27 13:29:00,4.95,14911,EIRE,14.85,2010,10,Oct,Wednesday,13,4
529315,22034,Robin Christmas Card,24,2010-10-27 13:29:00,0.42,14911,EIRE,10.08,2010,10,Oct,Wednesday,13,4
529315,22622,Box Of Vintage Alphabet Blocks,2,2010-10-27 13:29:00,9.95,14911,EIRE,19.9,2010,10,Oct,Wednesday,13,4
529339,20686,Dolly Mixture Children'S Umbrella,1,2010-10-27 16:23:00,3.25,16382,United Kingdom,3.25,2010,10,Oct,Wednesday,16,4
529346,70007,Hi Tec Alpine Hand Warmer,30,2010-10-28 09:05:00,0.79,15328,United Kingdom,23.700000000000003,2010,10,Oct,Thursday,9,4
529517,C2,Carriage,1,2010-10-28 15:18:00,50.0,16265,United Kingdom,42.075,2010,10,Oct,Thursday,15,4
529526,22837,Hot Water Bottle Babushka,8,2010-10-28 15:59:00,4.65,17063,United Kingdom,37.2,2010,10,Oct,Thursday,15,4
529585,21833,Camouflage Led Torch,12,2010-10-28 19:37:00,1.69,14911,EIRE,20.28,2010,10,Oct,Thursday,19,4
529586,21135,Victorian  Metal Postcard Spring,8,2010-10-28 19:41:00,1.69,16780,United Kingdom,13.52,2010,10,Oct,Thursday,19,4
529593,21042,Red Retrospot Apron,3,2010-10-29 08:23:00,5.95,12921,United Kingdom,17.85,2010,10,Oct,Friday,8,4
529622,POST,Postage,8,2010-10-29 11:42:00,18.0,13815,Germany,42.075,2010,10,Oct,Friday,11,4
529622,22594,Christmas Gingham Tree,12,2010-10-29 11:42:00,0.85,13815,Germany,10.2,2010,10,Oct,Friday,11,4
529626,22569,Feltcraft Cushion Butterfly,4,2010-10-29 12:06:00,3.75,15498,United Kingdom,15.0,2010,10,Oct,Friday,12,4
529716,85178,Victorian Sewing Kit,12,2010-10-29 13:40:00,1.25,13418,United Kingdom,15.0,2010,10,Oct,Friday,13,4
529789,21671,Red Spot Ceramic Drawer Knob,5,2010-10-29 15:48:00,1.25,12838,United Kingdom,6.25,2010,10,Oct,Friday,15,4
529810,22834,Hand Warmer Babushka Design,3,2010-10-31 11:01:00,2.1,16010,United Kingdom,6.300000000000001,2010,10,Oct,Sunday,11,4
529811,84945,Multi Colour Silver T-Light Holder,12,2010-10-31 11:06:00,0.85,15569,United Kingdom,10.2,2010,10,Oct,Sunday,11,4
529821,82583,Hot Baths Metal Sign,1,2010-10-31 11:32:00,2.1,13677,United Kingdom,2.1,2010,10,Oct,Sunday,11,4
529830,21080,Set/20 Red Retrospot Paper Napkins,12,2010-10-31 12:13:00,0.85,18278,United Kingdom,10.2,2010,10,Oct,Sunday,12,4
529835,47590A,Blue Happy Birthday Bunting,2,2010-10-31 12:34:00,5.45,16008,United Kingdom,10.9,2010,10,Oct,Sunday,12,4
529837,22650,Ceramic Pirate Chest Money Bank,4,2010-10-31 12:34:00,1.45,16784,United Kingdom,5.8,2010,10,Oct,Sunday,12,4
529850,22867,Hand Warmer Bird Design,1,2010-10-31 13:35:00,2.1,16788,United Kingdom,2.1,2010,10,Oct,Sunday,13,4
529899,21181,Please One Person Metal Sign,1,2010-10-31 14:09:00,2.1,15535,United Kingdom,2.1,2010,10,Oct,Sunday,14,4
529904,22767,Triple Photo Frame Cornice,2,2010-10-31 14:11:00,9.95,13833,United Kingdom,19.9,2010,10,Oct,Sunday,14,4
529936,22476,Empire Union Jack Tv Dinner Tray,1,2010-10-31 14:42:00,4.95,17085,United Kingdom,4.95,2010,10,Oct,Sunday,14,4
529958,22556,Plasters In Tin Circus Parade,12,2010-10-31 15:09:00,1.65,12708,Germany,19.8,2010,10,Oct,Sunday,15,4
529987,21014,Swiss Chalet Tree Decoration,2,2010-10-31 15:54:00,0.85,18116,United Kingdom,1.7,2010,10,Oct,Sunday,15,4
529990,21364,Peace Small Wood Letters,1,2010-10-31 16:16:00,6.75,14505,United Kingdom,6.75,2010,10,Oct,Sunday,16,4
529990,22808,Set Of 6 T-Lights Easter Chicks,6,2010-10-31 16:16:00,2.95,14505,United Kingdom,17.700000000000003,2010,10,Oct,Sunday,16,4
529990,21812,Garland With Hearts And Bells,1,2010-10-31 16:16:00,4.95,14505,United Kingdom,4.95,2010,10,Oct,Sunday,16,4
529990,22548,Heads And Tails Sporting Fun,1,2010-10-31 16:16:00,1.25,14505,United Kingdom,1.25,2010,10,Oct,Sunday,16,4
529990,21016,Light Bird House Tree Decoration,6,2010-10-31 16:16:00,0.85,14505,United Kingdom,5.1,2010,10,Oct,Sunday,16,4
530010,21494,Rotating Leaves T-Light Holder,120,2010-11-01 09:42:00,1.06,16168,United Kingdom,42.075,2010,11,Nov,Monday,9,4
530011,22840,Round Cake Tin Vintage Red,12,2010-11-01 09:53:00,6.95,14961,United Kingdom,42.075,2010,11,Nov,Monday,9,4
530013,22193,Red Diner Wall Clock,2,2010-11-01 10:31:00,8.5,15110,United Kingdom,17.0,2010,11,Nov,Monday,10,4
530015,21843,Red Retrospot Cake Stand,3,2010-11-01 10:42:00,10.95,15365,United Kingdom,32.849999999999994,2010,11,Nov,Monday,10,4
530061,21098,Christmas Toilet Roll,12,2010-11-01 11:36:00,1.25,13115,United Kingdom,15.0,2010,11,Nov,Monday,11,4
530067,20963,Apple Bath Sponge,1,2010-11-01 11:53:00,1.25,16960,United Kingdom,1.25,2010,11,Nov,Monday,11,4
530085,22939,Apron Apple Delight,1,2010-11-01 13:26:00,4.95,17315,United Kingdom,4.95,2010,11,Nov,Monday,13,4
530085,85099B,Jumbo Bag Red Retrospot,1,2010-11-01 13:26:00,1.95,17315,United Kingdom,1.95,2010,11,Nov,Monday,13,4
530087,21786,Rain Hat With Red Spots,24,2010-11-01 13:33:00,0.42,16732,United Kingdom,10.08,2010,11,Nov,Monday,13,4
530115,16169K,Wrap Folk Art,25,2010-11-01 14:22:00,0.42,17190,United Kingdom,10.5,2010,11,Nov,Monday,14,4
530120,22776,Sweetheart Cakestand 3 Tier,2,2010-11-01 14:45:00,9.95,13883,United Kingdom,19.9,2010,11,Nov,Monday,14,4
530122,22553,Plasters In Tin Skulls,12,2010-11-01 14:58:00,1.65,12492,Germany,19.8,2010,11,Nov,Monday,14,4
530124,22577,Wooden Heart Christmas Scandinavian,6,2010-11-01 15:14:00,0.85,13174,United Kingdom,5.1,2010,11,Nov,Monday,15,4
530234,21731,Red Toadstool Led Night Light,12,2010-11-02 11:27:00,1.65,16500,United Kingdom,19.8,2010,11,Nov,Tuesday,11,4
530271,35400,Wooden Box Advent Calendar,10,2010-11-02 11:49:00,8.95,13535,United Kingdom,42.075,2010,11,Nov,Tuesday,11,4
530296,84997B,Red 3 Piece Mini Dots Cutlery Set,6,2010-11-02 12:37:00,3.75,13937,United Kingdom,22.5,2010,11,Nov,Tuesday,12,4
530299,21871,Save The Planet Mug,3,2010-11-02 12:48:00,1.25,14449,United Kingdom,3.75,2010,11,Nov,Tuesday,12,4
530312,21916,Set 12 Retro White Chalk Sticks,5,2010-11-02 13:27:00,0.42,16016,United Kingdom,2.1,2010,11,Nov,Tuesday,13,4
530329,84050,Pink Heart Shape Egg Frying Pan,6,2010-11-02 13:45:00,1.65,16670,United Kingdom,9.9,2010,11,Nov,Tuesday,13,4
530342,22547,Mini Jigsaw Dinosaur,20,2010-11-02 15:34:00,0.42,18041,United Kingdom,8.4,2010,11,Nov,Tuesday,15,4
530346,22173,Metal 4 Hook Hanger French Chateau,8,2010-11-02 15:42:00,2.95,14733,United Kingdom,23.6,2010,11,Nov,Tuesday,15,4
530346,22637,Piggy Bank Retrospot,48,2010-11-02 15:42:00,2.1,14733,United Kingdom,42.075,2010,11,Nov,Tuesday,15,4
530396,84964B,Blue Painted Kashmiri Table,1,2010-11-02 17:29:00,30.0,17858,United Kingdom,30.0,2010,11,Nov,Tuesday,17,4
530432,15056BL,Edwardian Parasol Black,6,2010-11-03 10:43:00,5.95,13562,United Kingdom,35.7,2010,11,Nov,Wednesday,10,4
530433,20712,Jumbo Bag Woodland Animals,10,2010-11-03 10:46:00,1.95,12673,Germany,19.5,2010,11,Nov,Wednesday,10,4
530484,22674,French Toilet Sign Blue Metal,12,2010-11-03 11:43:00,1.25,16353,United Kingdom,15.0,2010,11,Nov,Wednesday,11,4
530510,22389,Paperweight Save The Planet,6,2010-11-03 12:11:00,2.55,15281,United Kingdom,15.3,2010,11,Nov,Wednesday,12,4
530550,22208,Wood Stamp Set Thank You,3,2010-11-03 13:18:00,1.65,14988,United Kingdom,4.949999999999999,2010,11,Nov,Wednesday,13,4
530562,84929,Asstd Fruit+Flowers Fridge Magnets,24,2010-11-03 13:47:00,0.55,16012,United Kingdom,13.2,2010,11,Nov,Wednesday,13,4
530575,22121,Noel Wooden Block Letters,2,2010-11-03 14:36:00,5.95,16033,United Kingdom,11.9,2010,11,Nov,Wednesday,14,4
530588,22818,Card Christmas Village,48,2010-11-03 14:52:00,0.42,15481,Norway,20.16,2010,11,Nov,Wednesday,14,4
530589,21890,S/6 Wooden Skittles In Cotton Bag,2,2010-11-03 14:55:00,2.95,17126,United Kingdom,5.9,2010,11,Nov,Wednesday,14,4
530631,85123A,White Hanging Heart T-Light Holder,3,2010-11-03 16:05:00,2.95,16775,United Kingdom,8.850000000000001,2010,11,Nov,Wednesday,16,4
530647,22186,Red Star Card Holder,6,2010-11-04 08:39:00,2.95,15270,United Kingdom,17.700000000000003,2010,11,Nov,Thursday,8,4
530648,21463,Mirrored Disco Ball,32,2010-11-04 08:41:00,4.95,14062,United Kingdom,42.075,2010,11,Nov,Thursday,8,4
530650,84352,Silver Christmas Tree Bauble Stand,4,2010-11-04 09:05:00,14.95,12540,Spain,42.075,2010,11,Nov,Thursday,9,4
530656,21217,Red Retrospot Round Cake Tins,2,2010-11-04 09:59:00,9.95,15888,United Kingdom,19.9,2010,11,Nov,Thursday,9,4
530657,21054,Nurse'S Bag Soft Toy,1,2010-11-04 10:13:00,8.95,12933,United Kingdom,8.95,2010,11,Nov,Thursday,10,4
530716,20967,Grey Floral Feltcraft Shoulder Bag,1,2010-11-04 11:37:00,3.75,17987,United Kingdom,3.75,2010,11,Nov,Thursday,11,4
530742,85123A,White Hanging Heart T-Light Holder,6,2010-11-04 11:53:00,2.95,14136,United Kingdom,17.700000000000003,2010,11,Nov,Thursday,11,4
530742,85173,Set/6 Frog Prince T-Light Candles,6,2010-11-04 11:53:00,2.55,14136,United Kingdom,15.3,2010,11,Nov,Thursday,11,4
530750,22113,Grey Heart Hot Water Bottle,1,2010-11-04 11:55:00,3.75,16782,United Kingdom,3.75,2010,11,Nov,Thursday,11,4
530793,85176,Sewing Susan 21 Needle Set,1,2010-11-04 12:18:00,0.85,15910,United Kingdom,0.85,2010,11,Nov,Thursday,12,4
530796,21222,Set/4 Badges Beetles,1,2010-11-04 12:27:00,1.25,16391,United Kingdom,1.25,2010,11,Nov,Thursday,12,4
530796,21739,Cosy Slipper Shoes Small Green,1,2010-11-04 12:27:00,2.95,16391,United Kingdom,2.95,2010,11,Nov,Thursday,12,4
530811,20681,Pink Polkadot Childrens Umbrella,1,2010-11-04 13:04:00,3.25,13137,United Kingdom,3.25,2010,11,Nov,Thursday,13,4
530814,22910,Paper Chain Kit Vintage Christmas,240,2010-11-04 13:10:00,2.55,13881,United Kingdom,42.075,2010,11,Nov,Thursday,13,4
530818,22728,Alarm Clock Bakelike Pink,1,2010-11-04 13:14:00,3.75,13772,United Kingdom,3.75,2010,11,Nov,Thursday,13,4
530826,22577,Wooden Heart Christmas Scandinavian,3,2010-11-04 13:17:00,0.85,18109,United Kingdom,2.55,2010,11,Nov,Thursday,13,4
530829,16161U,Wrap Suki And Friends,25,2010-11-04 13:32:00,0.42,14447,United Kingdom,10.5,2010,11,Nov,Thursday,13,4
530837,84510C,Set Of 4 Polkadot Coasters,2,2010-11-04 13:52:00,1.25,17286,United Kingdom,2.5,2010,11,Nov,Thursday,13,4
530838,21231,Sweetheart Ceramic Trinket Box,24,2010-11-04 14:00:00,1.25,13395,United Kingdom,30.0,2010,11,Nov,Thursday,14,4
530913,37333,"Retro ""Tea For One""",1,2010-11-04 16:03:00,4.95,17757,United Kingdom,4.95,2010,11,Nov,Thursday,16,4
530916,35471A,Set Of 3 Bird L.Blue Feather,1,2010-11-04 16:16:00,1.25,12958,United Kingdom,1.25,2010,11,Nov,Thursday,16,4
530917,21033,Jumbo Bag Charlie And Lola Toys,5,2010-11-04 16:28:00,2.95,15023,United Kingdom,14.75,2010,11,Nov,Thursday,16,4
530952,22769,Chalkboard Kitchen Organiser,1,2010-11-04 18:40:00,24.95,15521,United Kingdom,24.95,2010,11,Nov,Thursday,18,4
530957,82486,Wood S/3 Cabinet Ant White Finish,12,2010-11-04 18:53:00,6.95,17340,United Kingdom,42.075,2010,11,Nov,Thursday,18,4
530962,84820,Danish Rose Trinket Trays,2,2010-11-04 19:12:00,5.95,17913,United Kingdom,11.9,2010,11,Nov,Thursday,19,4
530965,84991,60 Teatime Fairy Cake Cases,24,2010-11-05 08:21:00,0.55,15792,United Kingdom,13.2,2010,11,Nov,Friday,8,4
530967,22139,Retrospot Tea Set Ceramic 11 Pc,6,2010-11-05 08:28:00,4.95,12817,Austria,29.700000000000003,2010,11,Nov,Friday,8,4
530969,21844,Red Retrospot Mug,6,2010-11-05 09:07:00,2.95,13448,United Kingdom,17.700000000000003,2010,11,Nov,Friday,9,4
531006,22697,Green Regency Teacup And Saucer,6,2010-11-05 11:37:00,2.95,16048,United Kingdom,17.700000000000003,2010,11,Nov,Friday,11,4
531027,90024D,New Baroque B'Fly Necklace Pink,1,2010-11-05 11:49:00,8.5,13118,United Kingdom,8.5,2010,11,Nov,Friday,11,4
531043,20768,Green Fern Journal,1,2010-11-05 12:00:00,2.55,13646,United Kingdom,2.55,2010,11,Nov,Friday,12,4
531043,22114,Hot Water Bottle Tea And Sympathy,1,2010-11-05 12:00:00,3.95,13646,United Kingdom,3.95,2010,11,Nov,Friday,12,4
531113,22909,Set Of 20 Vintage Christmas Napkins,20,2010-11-05 12:39:00,0.85,13113,United Kingdom,17.0,2010,11,Nov,Friday,12,4
531125,22568,Feltcraft Cushion Owl,4,2010-11-05 13:18:00,3.75,17691,United Kingdom,15.0,2010,11,Nov,Friday,13,4
531162,21098,Christmas Toilet Roll,3,2010-11-05 14:21:00,1.25,17841,United Kingdom,3.75,2010,11,Nov,Friday,14,4
531221,20719,Woodland Charlotte Bag,10,2010-11-05 16:27:00,0.85,12450,Spain,8.5,2010,11,Nov,Friday,16,4
531237,22083,Paper Chain Kit Retrospot,10,2010-11-07 10:22:00,2.95,15465,United Kingdom,29.5,2010,11,Nov,Sunday,10,4
531247,22698,Pink Regency Teacup And Saucer,10,2010-11-07 10:57:00,2.95,16923,United Kingdom,29.5,2010,11,Nov,Sunday,10,4
531247,22112,Chocolate Hot Water Bottle,3,2010-11-07 10:57:00,4.95,16923,United Kingdom,14.85,2010,11,Nov,Sunday,10,4
531252,21123,Set/10 Ivory Polkadot Party Candles,1,2010-11-07 11:11:00,1.25,16206,United Kingdom,1.25,2010,11,Nov,Sunday,11,4
531281,22951,60 Cake Cases Dolly Girl Design,8,2010-11-07 11:55:00,0.55,17062,United Kingdom,4.4,2010,11,Nov,Sunday,11,4
531336,22273,Feltcraft Doll Molly,6,2010-11-07 12:37:00,2.95,17160,United Kingdom,17.700000000000003,2010,11,Nov,Sunday,12,4
531338,22794,Sweetheart Wire Magazine Rack,1,2010-11-07 12:47:00,7.95,16928,United Kingdom,7.95,2010,11,Nov,Sunday,12,4
531344,21868,Potting Shed Tea Mug,6,2010-11-07 13:10:00,1.25,17218,United Kingdom,7.5,2010,11,Nov,Sunday,13,4
531345,20973,12 Pencil Small Tube Woodland,24,2010-11-07 13:14:00,0.65,12599,France,15.6,2010,11,Nov,Sunday,13,4
