customer_id,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,RFM_total,segment
15075,1,653.445,78,3,1,3,313,7,Promising
15076,3,1436.49,173,3,3,4,334,10,Loyal Customers
15077,2,1078.0800000000002,495,1,2,4,124,7,Need Attention
15078,53,17120.635000000002,7,5,5,5,555,15,Champions
15079,11,2732.2200000000003,213,2,5,5,255,12,At Risk
15080,2,546.25,428,1,2,3,123,6,Need Attention
15081,12,1830.795,22,4,5,4,454,13,Champions
15082,1,93.35000000000001,669,1,1,1,111,3,Lost
15083,1,88.2,257,2,1,1,211,4,Lost
15084,2,796.63,380,2,2,3,223,7,Need Attention
15085,1,305.0,730,1,1,2,112,4,Lost
15086,2,218.53,565,1,2,1,121,4,Lost
15087,1,288.535,282,2,1,2,212,5,Lost
15088,2,1111.52,21,4,2,4,424,10,Recent Customers
15089,6,2337.79,10,5,4,4,544,13,Champions
15090,1,381.32,308,2,1,2,212,5,Lost
15091,3,948.335,68,3,3,3,333,9,Loyal Customers
15092,3,776.46,215,2,3,3,233,8,At Risk
15093,23,7969.695000000001,18,5,5,5,555,15,Champions
15094,2,83.0,463,1,2,1,121,4,Lost
15095,10,2848.955,104,3,5,5,355,13,Loyal Customers
15096,1,214.66500000000002,43,4,1,1,411,6,Recent Customers
15097,3,629.125,4,5,3,3,533,11,Loyal Customers
15098,3,126.22500000000001,182,3,3,1,331,7,Others
15099,1,371.20000000000005,84,3,1,2,312,6,Promising
15100,7,481.725,334,2,4,2,242,8,Need Attention
15101,6,1181.29,9,5,4,4,544,13,Champions
15102,2,517.6800000000001,531,1,2,2,122,5,Need Attention
15103,2,660.4350000000001,31,4,2,3,423,9,Recent Customers
15104,2,993.54,197,2,2,3,223,7,Need Attention
15105,9,2708.89,18,5,5,5,555,15,Champions
15106,5,1422.52,18,5,4,4,544,13,Champions
15107,9,803.575,311,2,5,3,253,10,At Risk
15108,4,1261.55,142,3,3,4,334,10,Loyal Customers
15109,3,974.1750000000001,246,2,3,3,233,8,At Risk
15110,6,1227.275,24,4,4,4,444,12,Champions
15111,5,2442.37,29,4,4,5,445,13,Champions
15112,1,183.15,611,1,1,1,111,3,Lost
15113,3,2569.23,10,5,3,5,535,13,Loyal Customers
15114,12,3391.195,30,4,5,5,455,14,Champions
15115,2,531.85,18,5,2,3,523,10,Recent Customers
15116,4,1060.16,18,5,3,4,534,12,Loyal Customers
15117,8,2100.195,15,5,4,4,544,13,Champions
15118,1,42.075,134,3,1,1,311,5,Promising
15119,1,266.4,246,2,1,2,212,5,Lost
15120,1,358.82,134,3,1,2,312,6,Promising
15121,2,457.72,50,4,2,2,422,8,Recent Customers
15122,11,4362.995,114,3,5,5,355,13,Loyal Customers
15123,5,4017.5,7,5,4,5,545,14,Champions
15124,4,450.82,23,4,3,2,432,9,Potential Loyalists
15125,24,8390.34,25,4,5,5,455,14,Champions
15126,2,445.065,537,1,2,2,122,5,Need Attention
15127,2,672.2,66,3,2,3,323,8,Potential Loyalists
15128,5,1775.955,60,3,4,4,344,11,Loyal Customers
15129,23,4923.465,50,4,5,5,455,14,Champions
15130,1,330.11,170,3,1,2,312,6,Promising
15131,1,80.28,395,2,1,1,211,4,Lost
15132,5,890.96,18,5,4,3,543,12,Loyal Customers
15133,5,1337.2050000000002,128,3,4,4,344,11,Loyal Customers
15134,10,1569.29,15,5,5,4,554,14,Champions
15135,2,305.68,239,2,2,2,222,6,Need Attention
15136,4,1273.65,3,5,3,4,534,12,Loyal Customers
15137,2,781.025,521,1,2,3,123,6,Need Attention
15138,1,502.52,394,2,1,2,212,5,Lost
15139,2,178.96,240,2,2,1,221,5,Lost
15140,8,2859.175,52,4,4,5,445,13,Champions
15141,7,1388.47,458,1,4,4,144,9,At Risk
15142,6,2563.745,46,4,4,5,445,13,Champions
15143,2,563.63,226,2,2,3,223,7,Need Attention
15144,29,9698.41,8,5,5,5,555,15,Champions
15145,4,1166.655,4,5,3,4,534,12,Loyal Customers
15146,2,1287.635,165,3,2,4,324,9,Potential Loyalists
15147,1,569.05,240,2,1,3,213,6,Others
15148,1,301.29,11,5,1,2,512,8,Recent Customers
15149,5,1325.28,134,3,4,4,344,11,Loyal Customers
15150,13,8965.19,17,5,5,5,555,15,Champions
15151,2,1408.76,423,1,2,4,124,7,Need Attention
15152,14,5258.13,10,5,5,5,555,15,Champions
15153,1,329.25,31,4,1,2,412,7,Recent Customers
15154,3,1343.72,75,3,3,4,334,10,Loyal Customers
15155,1,383.96999999999997,383,2,1,2,212,5,Lost
15156,3,947.665,1,5,3,3,533,11,Loyal Customers
15157,5,2513.16,4,5,4,5,545,14,Champions
15158,2,301.88,45,4,2,2,422,8,Recent Customers
15159,34,18243.745,2,5,5,5,555,15,Champions
15160,4,513.6700000000001,357,2,3,2,232,7,Need Attention
15161,1,119.92,388,2,1,1,211,4,Lost
15162,1,289.27500000000003,731,1,1,2,112,4,Lost
15163,2,277.245,18,5,2,2,522,9,Recent Customers
15164,9,2028.1100000000001,69,3,5,4,354,12,Loyal Customers
15165,1,487.75,373,2,1,2,212,5,Lost
15166,1,167.16,468,1,1,1,111,3,Lost
15167,5,1590.495,321,2,4,4,244,10,At Risk
15168,1,100.935,26,4,1,1,411,6,Recent Customers
15169,2,569.22,382,2,2,3,223,7,Need Attention
15170,1,81.15,407,2,1,1,211,4,Lost
15171,1,210.375,331,2,1,1,211,4,Lost
15172,5,1624.05,9,5,4,4,544,13,Champions
15173,7,1434.795,381,2,4,4,244,10,At Risk
15174,2,481.46,323,2,2,2,222,6,Need Attention
15175,1,224.14,72,3,1,1,311,5,Promising
15176,1,980.1650000000001,668,1,1,3,113,5,Others
15177,1,732.225,426,1,1,3,113,5,Others
15178,1,40.5,260,2,1,1,211,4,Lost
15179,13,6731.63,18,5,5,5,555,15,Champions
15180,3,816.9300000000001,367,2,3,3,233,8,At Risk
15181,5,562.6800000000001,66,3,4,3,343,10,Loyal Customers
15182,11,2608.362,154,3,5,5,355,13,Loyal Customers
15183,3,586.605,548,1,3,3,133,7,At Risk
15184,4,685.39,29,4,3,3,433,10,Loyal Customers
15185,1,272.795,70,3,1,2,312,6,Promising
15186,5,1309.825,14,5,4,4,544,13,Champions
15187,16,2500.52,2,5,5,5,555,15,Champions
15188,1,310.43,725,1,1,2,112,4,Lost
15189,46,7632.280000000001,1,5,5,5,555,15,Champions
15190,1,825.515,434,1,1,3,113,5,Others
15191,3,588.05,463,1,3,3,133,7,At Risk
15192,5,1598.365,120,3,4,4,344,11,Loyal Customers
15193,1,441.87,61,3,1,2,312,6,Promising
15194,28,10328.705,3,5,5,5,555,15,Champions
15195,1,42.075,3,5,1,1,511,7,Recent Customers
15196,2,313.7,433,1,2,2,122,5,Need Attention
15197,6,1221.6200000000001,11,5,4,4,544,13,Champions
15198,5,521.625,92,3,4,3,343,10,Loyal Customers
15199,10,1671.4750000000001,59,4,5,4,454,13,Champions
15200,1,545.225,495,1,1,3,113,5,Others
15201,7,1754.0,87,3,4,4,344,11,Loyal Customers
15202,3,126.22500000000001,420,1,3,1,131,5,Others
15203,15,4400.18,26,4,5,5,455,14,Champions
15204,1,268.605,357,2,1,2,212,5,Lost
15205,2,607.715,85,3,2,3,323,8,Potential Loyalists
15206,4,305.55,10,5,3,2,532,10,Potential Loyalists
15207,3,566.47,416,1,3,3,133,7,At Risk
15208,6,930.245,1,5,4,3,543,12,Loyal Customers
15209,1,178.98000000000002,730,1,1,1,111,3,Lost
15210,3,1116.79,225,2,3,4,234,9,At Risk
15211,2,894.4100000000001,60,3,2,3,323,8,Potential Loyalists
15212,2,208.28,241,2,2,1,221,5,Lost
15213,2,328.35,319,2,2,2,222,6,Need Attention
15214,8,1661.44,2,5,4,4,544,13,Champions
15215,7,2150.255,47,4,4,4,444,12,Champions
15216,2,464.565,88,3,2,2,322,7,Potential Loyalists
15217,1,426.24,563,1,1,2,112,4,Lost
15218,22,8402.955,11,5,5,5,555,15,Champions
15219,2,600.6,176,3,2,3,323,8,Potential Loyalists
15220,6,1771.31,52,4,4,4,444,12,Champions
15221,4,1089.65,366,2,3,4,234,9,At Risk
15222,11,2838.39,319,2,5,5,255,12,At Risk
15223,5,928.875,226,2,4,3,243,9,At Risk
15224,5,752.51,358,2,4,3,243,9,At Risk
15225,1,409.40000000000003,234,2,1,2,212,5,Lost
15226,1,154.41,311,2,1,1,211,4,Lost
15227,9,2429.84,37,4,5,5,455,14,Champions
15228,6,5139.59,66,3,4,5,345,12,Loyal Customers
15229,1,160.5,586,1,1,1,111,3,Lost
15230,2,394.95000000000005,239,2,2,2,222,6,Need Attention
15231,1,250.26000000000002,621,1,1,2,112,4,Lost
15232,2,604.135,113,3,2,3,323,8,Potential Loyalists
15233,1,42.075,401,2,1,1,211,4,Lost
15234,1,197.0,277,2,1,1,211,4,Lost
15235,16,2772.76,218,2,5,5,255,12,At Risk
15236,1,273.125,299,2,1,2,212,5,Lost
15237,4,1412.32,2,5,3,4,534,12,Loyal Customers
15238,3,854.615,29,4,3,3,433,10,Loyal Customers
15239,2,780.59,10,5,2,3,523,10,Recent Customers
15240,12,4233.995,45,4,5,5,455,14,Champions
15241,11,2958.2400000000002,67,3,5,5,355,13,Loyal Customers
15242,1,168.3,422,1,1,1,111,3,Lost
15243,2,927.28,74,3,2,3,323,8,Potential Loyalists
15244,3,845.53,65,3,3,3,333,9,Loyal Customers
15245,8,3260.9900000000002,134,3,4,5,345,12,Loyal Customers
15246,3,780.4,238,2,3,3,233,8,At Risk
15247,3,580.75,122,3,3,3,333,9,Loyal Customers
15248,3,1826.3300000000002,411,1,3,4,134,8,At Risk
15249,18,9136.85,32,4,5,5,455,14,Champions
15250,1,60.0,641,1,1,1,111,3,Lost
15251,21,9399.455,9,5,5,5,555,15,Champions
15252,5,1976.435,36,4,4,4,444,12,Champions
15253,8,2044.065,16,5,4,4,544,13,Champions
15254,3,1051.425,127,3,3,4,334,10,Loyal Customers
15255,9,3405.295,67,3,5,5,355,13,Loyal Customers
15256,2,170.4,149,3,2,1,321,6,Others
15257,2,315.05,283,2,2,2,222,6,Need Attention
15258,2,623.16,169,3,2,3,323,8,Potential Loyalists
15259,4,929.455,513,1,3,3,133,7,At Risk
15260,25,7670.88,100,3,5,5,355,13,Loyal Customers
15261,4,1461.95,135,3,3,4,334,10,Loyal Customers
15262,3,418.82,324,2,3,2,232,7,Need Attention
15263,1,156.51,107,3,1,1,311,5,Promising
15264,2,848.4,64,3,2,3,323,8,Potential Loyalists
15265,4,3323.965,151,3,3,5,335,11,Loyal Customers
15266,5,736.285,338,2,4,3,243,9,At Risk
15267,5,462.82500000000005,22,4,4,2,442,10,Potential Loyalists
15268,3,551.575,479,1,3,3,133,7,At Risk
15269,3,890.0600000000001,24,4,3,3,433,10,Loyal Customers
15270,21,4862.425,16,5,5,5,555,15,Champions
15271,24,4527.265,7,5,5,5,555,15,Champions
15272,6,1948.025,57,4,4,4,444,12,Champions
15273,1,42.075,600,1,1,1,111,3,Lost
15274,2,716.57,4,5,2,3,523,10,Recent Customers
15275,1,615.14,38,4,1,3,413,8,Recent Customers
15276,4,619.8,66,3,3,3,333,9,Loyal Customers
15277,2,473.415,47,4,2,2,422,8,Recent Customers
15278,4,477.035,562,1,3,2,132,6,Need Attention
15279,5,1577.765,355,2,4,4,244,10,At Risk
15280,3,397.52,172,3,3,2,332,8,Potential Loyalists
15281,16,8436.92,59,4,5,5,455,14,Champions
15282,1,348.59,570,1,1,2,112,4,Lost
15283,3,148.32999999999998,390,2,3,1,231,6,Others
15284,1,24.75,500,1,1,1,111,3,Lost
15285,1,94.92,408,2,1,1,211,4,Lost
15286,1,126.22500000000001,50,4,1,1,411,6,Recent Customers
15287,5,697.005,22,4,4,3,443,11,Loyal Customers
15288,10,2916.78,43,4,5,5,455,14,Champions
15289,5,1475.7150000000001,29,4,4,4,444,12,Champions
15290,26,8504.460000000001,5,5,5,5,555,15,Champions
15291,40,7045.505,26,4,5,5,455,14,Champions
15292,1,178.39,201,2,1,1,211,4,Lost
15293,1,247.5,666,1,1,2,112,4,Lost
15294,1,233.35,411,1,1,1,111,3,Lost
15295,1,207.04,654,1,1,1,111,3,Lost
15296,12,9529.275,51,4,5,5,455,14,Champions
15297,3,641.94,10,5,3,3,533,11,Loyal Customers
15298,23,7881.015,2,5,5,5,555,15,Champions
15299,10,420.75,67,3,5,2,352,10,Potential Loyalists
15300,1,496.44,64,3,1,2,312,6,Promising
15301,17,6146.045,51,4,5,5,455,14,Champions
15302,1,308.0,730,1,1,2,112,4,Lost
15303,3,1224.18,290,2,3,4,234,9,At Risk
15304,9,648.5,61,3,5,3,353,11,Loyal Customers
15305,1,93.6,555,1,1,1,111,3,Lost
15306,9,2879.9,64,3,5,5,355,13,Loyal Customers
15307,1,205.3,96,3,1,1,311,5,Promising
15308,1,310.47,274,2,1,2,212,5,Lost
15309,4,797.96,611,1,3,3,133,7,At Risk
15310,1,1346.1000000000001,479,1,1,4,114,6,Others
15311,208,60600.615000000005,1,5,5,5,555,15,Champions
15312,12,2874.69,75,3,5,5,355,13,Loyal Customers
15313,1,42.075,110,3,1,1,311,5,Promising
15314,3,735.025,199,2,3,3,233,8,At Risk
15315,2,570.5,64,3,2,3,323,8,Potential Loyalists
15316,1,42.075,327,2,1,1,211,4,Lost
15317,1,112.42500000000001,677,1,1,1,111,3,Lost
15318,1,307.295,4,5,1,2,512,8,Recent Customers
15319,1,204.5,284,2,1,1,211,4,Lost
15320,1,239.605,44,4,1,2,412,7,Recent Customers
15321,12,6423.3550000000005,71,3,5,5,355,13,Loyal Customers
15322,2,1352.985,86,3,2,4,324,9,Potential Loyalists
15323,3,434.6,563,1,3,2,132,6,Need Attention
15324,1,140.22000000000003,701,1,1,1,111,3,Lost
15325,8,1601.46,104,3,4,4,344,11,Loyal Customers
15326,5,1700.52,334,2,4,4,244,10,At Risk
15327,1,208.75,53,4,1,1,411,6,Recent Customers
15328,1,107.24,408,2,1,1,211,4,Lost
15329,11,2841.38,39,4,5,5,455,14,Champions
15330,2,391.33500000000004,32,4,2,2,422,8,Recent Customers
15331,3,749.985,500,1,3,3,133,7,At Risk
15332,6,4166.21,366,2,4,5,245,11,At Risk
15333,1,437.35,208,2,1,2,212,5,Lost
15334,3,350.82,157,3,3,2,332,8,Potential Loyalists
15335,1,170.22,54,4,1,1,411,6,Recent Customers
15336,1,240.5,402,2,1,2,212,5,Lost
15337,1,373.02,411,1,1,2,112,4,Lost
15338,1,277.93,677,1,1,2,112,4,Lost
15339,7,1743.845,66,3,4,4,344,11,Loyal Customers
15340,1,105.5,562,1,1,1,111,3,Lost
15341,2,998.9250000000001,81,3,2,3,323,8,Potential Loyalists
15342,1,406.09000000000003,130,3,1,2,312,6,Promising
15343,1,364.5,87,3,1,2,312,6,Promising
15344,3,555.015,1,5,3,3,533,11,Loyal Customers
15345,1,393.54,46,4,1,2,412,7,Recent Customers
15346,3,596.12,333,2,3,3,233,8,At Risk
15347,4,897.5250000000001,366,2,3,3,233,8,At Risk
15348,1,158.04,72,3,1,1,311,5,Promising
15349,2,463.91,158,3,2,2,322,7,Potential Loyalists
15350,2,547.6,373,2,2,3,223,7,Need Attention
15351,10,3219.2,12,5,5,5,555,15,Champions
15352,1,111.15,549,1,1,1,111,3,Lost
15353,7,2730.045,255,2,4,5,245,11,At Risk
15354,3,126.22500000000001,603,1,3,1,131,5,Others
15355,2,271.425,29,4,2,2,422,8,Recent Customers
15356,13,3239.57,31,4,5,5,455,14,Champions
15358,42,16154.47,5,5,5,5,555,15,Champions
15359,8,181.35,663,1,4,1,141,6,Others
15360,1,402.95500000000004,40,4,1,2,412,7,Recent Customers
15361,4,350.175,362,2,3,2,232,7,Need Attention
15362,2,613.08,449,1,2,3,123,6,Need Attention
15363,2,678.11,373,2,2,3,223,7,Need Attention
15364,2,620.9300000000001,96,3,2,3,323,8,Potential Loyalists
15365,13,4231.705,26,4,5,5,455,14,Champions
15366,7,2222.625,75,3,4,4,344,11,Loyal Customers
15367,11,4984.805,57,4,5,5,455,14,Champions
15368,2,250.60000000000002,21,4,2,2,422,8,Recent Customers
15369,11,2200.5750000000003,492,1,5,4,154,10,At Risk
15370,8,3114.8250000000003,41,4,4,5,445,13,Champions
15371,1,42.075,662,1,1,1,111,3,Lost
15372,8,2350.935,137,3,4,4,344,11,Loyal Customers
15373,17,2758.065,8,5,5,5,555,15,Champions
15374,2,245.745,129,3,2,2,322,7,Potential Loyalists
15375,1,60.959999999999994,690,1,1,1,111,3,Lost
15376,3,1221.56,40,4,3,4,434,11,Loyal Customers
15377,4,682.225,383,2,3,3,233,8,At Risk
15378,2,246.5,463,1,2,2,122,5,Need Attention
15379,8,4783.485000000001,169,3,4,5,345,12,Loyal Customers
15380,11,1471.685,9,5,5,4,554,14,Champions
15381,5,834.0600000000001,214,2,4,3,243,9,At Risk
15382,12,12944.0,15,5,5,5,555,15,Champions
15384,4,1963.14,170,3,3,4,334,10,Loyal Customers
15385,3,428.06,40,4,3,2,432,9,Potential Loyalists
15386,1,394.14,186,3,1,2,312,6,Promising
15387,1,427.325,492,1,1,2,112,4,Lost
15388,1,140.54,270,2,1,1,211,4,Lost
15389,5,252.45000000000002,172,3,4,2,342,9,Potential Loyalists
15390,2,1216.66,396,2,2,4,224,8,Need Attention
15391,1,255.625,584,1,1,2,112,4,Lost
15392,7,2572.715,5,5,4,5,545,14,Champions
15393,5,824.59,16,5,4,3,543,12,Loyal Customers
15394,11,5104.575,10,5,5,5,555,15,Champions
15395,1,107.45,326,2,1,1,211,4,Lost
15396,2,337.48,113,3,2,2,322,7,Potential Loyalists
15397,1,94.0,290,2,1,1,211,4,Lost
15398,2,1345.53,16,5,2,4,524,11,Recent Customers
15399,3,807.9250000000001,1,5,3,3,533,11,Loyal Customers
15400,8,818.025,92,3,4,3,343,10,Loyal Customers
15401,2,216.95,452,1,2,1,121,4,Lost
15402,6,1815.845,149,3,4,4,344,11,Loyal Customers
15403,2,170.88,492,1,2,1,121,4,Lost
15404,1,257.06,376,2,1,2,212,5,Lost
15405,2,521.105,189,3,2,3,323,8,Potential Loyalists
15406,4,963.57,31,4,3,3,433,10,Loyal Customers
15407,4,868.39,34,4,3,3,433,10,Loyal Customers
15408,1,267.18,264,2,1,2,212,5,Lost
15409,1,131.25,721,1,1,1,111,3,Lost
15410,10,3999.315,84,3,5,5,355,13,Loyal Customers
15411,4,1332.58,26,4,3,4,434,11,Loyal Customers
15412,1,130.605,171,3,1,1,311,5,Promising
15413,5,1026.3000000000002,692,1,4,3,143,8,At Risk
15414,3,739.365,10,5,3,3,533,11,Loyal Customers
15415,1,559.61,313,2,1,3,213,6,Others
15416,7,4314.515,65,3,4,5,345,12,Loyal Customers
15417,1,508.8,85,3,1,2,312,6,Promising
15418,2,445.595,425,1,2,2,122,5,Need Attention
15419,1,135.86,25,4,1,1,411,6,Recent Customers
15420,6,743.0,434,1,4,3,143,8,At Risk
15421,10,3802.415,59,4,5,5,455,14,Champions
15422,7,1589.67,323,2,4,4,244,10,At Risk
15423,3,263.96500000000003,38,4,3,2,432,9,Potential Loyalists
15424,3,576.45,254,2,3,3,233,8,At Risk
15425,4,1888.32,400,2,3,4,234,9,At Risk
15426,9,2032.645,19,5,5,4,554,14,Champions
15427,3,1430.54,33,4,3,4,434,11,Loyal Customers
15428,4,762.75,15,5,3,3,533,11,Loyal Customers
15429,2,397.35,27,4,2,2,422,8,Recent Customers
15430,2,826.4,468,1,2,3,123,6,Need Attention
15431,1,73.275,503,1,1,1,111,3,Lost
15432,2,320.76,23,4,2,2,422,8,Recent Customers
15433,2,533.3,214,2,2,3,223,7,Need Attention
15434,11,2471.6600000000003,8,5,5,5,555,15,Champions
15435,1,149.29,22,4,1,1,411,6,Recent Customers
15436,3,1067.75,12,5,3,4,534,12,Loyal Customers
15437,2,393.45,262,2,2,2,222,6,Need Attention
15438,1,156.57999999999998,131,3,1,1,311,5,Promising
15439,4,1156.2250000000001,405,2,3,4,234,9,At Risk
15440,3,383.255,55,4,3,2,432,9,Potential Loyalists
15441,3,1176.73,396,2,3,4,234,9,At Risk
15442,1,84.15,249,2,1,1,211,4,Lost
15443,14,5097.705,2,5,5,5,555,15,Champions
15444,2,1411.21,9,5,2,4,524,11,Recent Customers
15445,2,284.5,264,2,2,2,222,6,Need Attention
15446,3,399.75,377,2,3,2,232,7,Need Attention
15447,5,492.88,331,2,4,2,242,8,Need Attention
15448,2,788.8100000000001,313,2,2,3,223,7,Need Attention
15449,3,974.52,26,4,3,3,433,10,Loyal Customers
15450,1,429.84,30,4,1,2,412,7,Recent Customers
15451,2,226.86,434,1,2,1,121,4,Lost
15452,6,1785.1100000000001,30,4,4,4,444,12,Champions
15453,7,1371.77,2,5,4,4,544,13,Champions
15454,2,305.99,362,2,2,2,222,6,Need Attention
15455,1,38.25,598,1,1,1,111,3,Lost
15456,10,2045.47,283,2,5,4,254,11,At Risk
15457,1,237.07,262,2,1,1,211,4,Lost
15458,2,370.44,25,4,2,2,422,8,Recent Customers
15459,2,175.305,417,1,2,1,121,4,Lost
15460,1,214.26,354,2,1,1,211,4,Lost
15461,2,84.15,461,1,2,1,121,4,Lost
15462,4,731.2,94,3,3,3,333,9,Loyal Customers
15463,1,126.14,29,4,1,1,411,6,Recent Customers
15464,1,1026.825,338,2,1,3,213,6,Others
15465,32,5958.22,20,4,5,5,455,14,Champions
15466,4,1560.46,85,3,3,4,334,10,Loyal Customers
15467,3,520.155,9,5,3,3,533,11,Loyal Customers
15468,3,1393.67,51,4,3,4,434,11,Loyal Customers
15469,3,833.125,50,4,3,3,433,10,Loyal Customers
15470,1,63.419999999999995,576,1,1,1,111,3,Lost
15471,3,1052.31,2,5,3,4,534,12,Loyal Customers
15472,1,371.56,113,3,1,2,312,6,Promising
15473,8,589.0500000000001,14,5,4,3,543,12,Loyal Customers
15474,1,150.35,596,1,1,1,111,3,Lost
15475,1,448.385,77,3,1,2,312,6,Promising
15476,4,1752.285,380,2,3,4,234,9,At Risk
15477,1,84.15,650,1,1,1,111,3,Lost
15478,3,1654.7250000000001,40,4,3,4,434,11,Loyal Customers
15479,1,147.4,733,1,1,1,111,3,Lost
15480,5,3432.01,116,3,4,5,345,12,Loyal Customers
15481,1,1288.21,401,2,1,4,214,7,Others
15482,19,5392.05,16,5,5,5,555,15,Champions
15483,10,817.82,161,3,5,3,353,11,Loyal Customers
15484,6,4138.37,1,5,4,5,545,14,Champions
15485,7,3557.135,30,4,4,5,445,13,Champions
15486,1,42.075,527,1,1,1,111,3,Lost
15487,1,231.32,680,1,1,1,111,3,Lost
15488,5,287.20500000000004,93,3,4,2,342,9,Potential Loyalists
15489,8,2292.245,23,4,4,4,444,12,Champions
15490,1,210.85,430,1,1,1,111,3,Lost
15491,6,2904.295,95,3,4,5,345,12,Loyal Customers
15492,2,651.535,28,4,2,3,423,9,Recent Customers
15493,9,4094.905,33,4,5,5,455,14,Champions
15494,5,3498.975,21,4,4,5,445,13,Champions
15495,1,246.5,379,2,1,2,212,5,Lost
15496,1,146.14,631,1,1,1,111,3,Lost
15497,9,4714.71,18,5,5,5,555,15,Champions
15498,44,19759.66,3,5,5,5,555,15,Champions
15499,1,158.65,724,1,1,1,111,3,Lost
15500,4,1131.56,8,5,3,4,534,12,Loyal Customers
15501,2,399.95,405,2,2,2,222,6,Need Attention
15502,14,7286.1,16,5,5,5,555,15,Champions
15503,2,257.3,363,2,2,2,222,6,Need Attention
15504,4,402.7,81,3,3,2,332,8,Potential Loyalists
15505,5,2276.85,53,4,4,4,444,12,Champions
15506,6,1994.48,23,4,4,4,444,12,Champions
15507,1,475.86,172,3,1,2,312,6,Promising
15508,6,994.4200000000001,189,3,4,3,343,10,Loyal Customers
15509,1,152.41,380,2,1,1,211,4,Lost
15510,1,42.075,331,2,1,1,211,4,Lost
15511,5,900.53,12,5,4,3,543,12,Loyal Customers
15512,4,331.58,156,3,3,2,332,8,Potential Loyalists
15513,35,15128.050000000001,33,4,5,5,455,14,Champions
15514,18,4697.28,12,5,5,5,555,15,Champions
15515,1,153.88500000000002,387,2,1,1,211,4,Lost
15516,3,62.43,45,4,3,1,431,8,Others
15517,1,267.03,233,2,1,2,212,5,Lost
15518,15,4166.29,64,3,5,5,355,13,Loyal Customers
15519,2,282.375,383,2,2,2,222,6,Need Attention
15520,1,343.5,2,5,1,2,512,8,Recent Customers
15521,16,5950.8,40,4,5,5,455,14,Champions
15522,2,397.99,33,4,2,2,422,8,Recent Customers
15523,16,6610.6900000000005,84,3,5,5,355,13,Loyal Customers
15524,2,193.475,25,4,2,1,421,7,Recent Customers
15525,4,890.22,2,5,3,3,533,11,Loyal Customers
15526,2,71.11500000000001,33,4,2,1,421,7,Recent Customers
15527,23,5034.905,19,5,5,5,555,15,Champions
15528,1,213.405,254,2,1,1,211,4,Lost
15529,12,4743.46,23,4,5,5,455,14,Champions
15530,5,1792.33,22,4,4,4,444,12,Champions
15531,2,1959.7150000000001,8,5,2,4,524,11,Recent Customers
15532,10,3731.1,25,4,5,5,455,14,Champions
15533,3,770.445,19,5,3,3,533,11,Loyal Customers
15534,1,162.25,726,1,1,1,111,3,Lost
15535,6,1044.37,173,3,4,3,343,10,Loyal Customers
15536,1,259.09,409,2,1,2,212,5,Lost
15537,1,110.92,163,3,1,1,311,5,Promising
15538,6,589.0500000000001,538,1,4,3,143,8,At Risk
15539,1,501.41,7,5,1,2,512,8,Recent Customers
15540,2,460.68,11,5,2,2,522,9,Recent Customers
15541,1,85.13000000000001,114,3,1,1,311,5,Promising
15542,3,855.71,512,1,3,3,133,7,At Risk
15543,2,242.26,288,2,2,2,222,6,Need Attention
15544,20,7766.565,9,5,5,5,555,15,Champions
15545,2,288.96999999999997,54,4,2,2,422,8,Recent Customers
15546,2,504.90000000000003,607,1,2,2,122,5,Need Attention
15547,26,9715.55,7,5,5,5,555,15,Champions
15548,1,149.315,596,1,1,1,111,3,Lost
15549,8,2226.035,77,3,4,4,344,11,Loyal Customers
15550,12,1981.25,4,5,5,4,554,14,Champions
15551,7,1679.81,37,4,4,4,444,12,Champions
15552,2,252.52,217,2,2,2,222,6,Need Attention
15553,1,428.93,60,3,1,2,312,6,Promising
15554,1,217.2,278,2,1,1,211,4,Lost
15555,36,10871.06,12,5,5,5,555,15,Champions
15556,1,271.84499999999997,24,4,1,2,412,7,Recent Customers
15557,1,420.985,29,4,1,2,412,7,Recent Customers
15558,1,173.95499999999998,639,1,1,1,111,3,Lost
15559,1,1109.4,568,1,1,4,114,6,Others
15560,2,153.52,398,2,2,1,221,5,Lost
15561,8,1694.49,12,5,4,4,544,13,Champions
15562,3,414.095,352,2,3,2,232,7,Need Attention
15563,7,2833.585,22,4,4,5,445,13,Champions
15564,2,70.74000000000001,463,1,2,1,121,4,Lost
15565,2,173.16000000000003,50,4,2,1,421,7,Recent Customers
15566,2,227.87,393,2,2,1,221,5,Lost
15567,1,128.245,19,5,1,1,511,7,Recent Customers
15568,3,700.765,3,5,3,3,533,11,Loyal Customers
15569,10,1335.0700000000002,104,3,5,4,354,12,Loyal Customers
15570,25,8635.015,7,5,5,5,555,15,Champions
15571,14,3540.045,12,5,5,5,555,15,Champions
15572,10,3730.26,5,5,5,5,555,15,Champions
15573,5,1188.42,32,4,4,4,444,12,Champions
15574,6,1086.395,178,3,4,4,344,11,Loyal Customers
15575,1,30.1,620,1,1,1,111,3,Lost
15576,1,673.5550000000001,38,4,1,3,413,8,Recent Customers
15577,5,396.03,151,3,4,2,342,9,Potential Loyalists
15578,1,127.1,162,3,1,1,311,5,Promising
15579,5,1247.705,69,3,4,4,344,11,Loyal Customers
15580,8,1366.615,377,2,4,4,244,10,At Risk
15581,38,4583.635,121,3,5,5,355,13,Loyal Customers
